state,year,review_status,reason
DE,2013,accepted,"No comparable FARS-vs-DOT fatality field exists for DE (DE_DSHS contract only claims crashes; crash_class is a crash-level flag, not a person-fatality count, same as NY). Accepted on structural grounds: coverage_valid, zero geography exclusions, consistent ~32-38k crashes/year with full 12-month coverage across all of 2013-2024 (source: DSHS Public Crash Data, data.delaware.gov, the current actively-maintained statewide release; supersedes an older DelDOT ArcGIS layer abandoned after August 2017)."
DE,2014,accepted,"No comparable FARS-vs-DOT fatality field exists for DE (DE_DSHS contract only claims crashes; crash_class is a crash-level flag, not a person-fatality count, same as NY). Accepted on structural grounds: coverage_valid, zero geography exclusions, consistent ~32-38k crashes/year with full 12-month coverage across all of 2013-2024 (source: DSHS Public Crash Data, data.delaware.gov, the current actively-maintained statewide release; supersedes an older DelDOT ArcGIS layer abandoned after August 2017)."
DE,2015,accepted,"No comparable FARS-vs-DOT fatality field exists for DE (DE_DSHS contract only claims crashes; crash_class is a crash-level flag, not a person-fatality count, same as NY). Accepted on structural grounds: coverage_valid, zero geography exclusions, consistent ~32-38k crashes/year with full 12-month coverage across all of 2013-2024 (source: DSHS Public Crash Data, data.delaware.gov, the current actively-maintained statewide release; supersedes an older DelDOT ArcGIS layer abandoned after August 2017)."
DE,2016,accepted,"No comparable FARS-vs-DOT fatality field exists for DE (DE_DSHS contract only claims crashes; crash_class is a crash-level flag, not a person-fatality count, same as NY). Accepted on structural grounds: coverage_valid, zero geography exclusions, consistent ~32-38k crashes/year with full 12-month coverage across all of 2013-2024 (source: DSHS Public Crash Data, data.delaware.gov, the current actively-maintained statewide release; supersedes an older DelDOT ArcGIS layer abandoned after August 2017)."
DE,2017,accepted,"No comparable FARS-vs-DOT fatality field exists for DE (DE_DSHS contract only claims crashes; crash_class is a crash-level flag, not a person-fatality count, same as NY). Accepted on structural grounds: coverage_valid, zero geography exclusions, consistent ~32-38k crashes/year with full 12-month coverage across all of 2013-2024 (source: DSHS Public Crash Data, data.delaware.gov, the current actively-maintained statewide release; supersedes an older DelDOT ArcGIS layer abandoned after August 2017)."
DE,2018,accepted,"No comparable FARS-vs-DOT fatality field exists for DE (DE_DSHS contract only claims crashes; crash_class is a crash-level flag, not a person-fatality count, same as NY). Accepted on structural grounds: coverage_valid, zero geography exclusions, consistent ~32-38k crashes/year with full 12-month coverage across all of 2013-2024 (source: DSHS Public Crash Data, data.delaware.gov, the current actively-maintained statewide release; supersedes an older DelDOT ArcGIS layer abandoned after August 2017)."
DE,2019,accepted,"No comparable FARS-vs-DOT fatality field exists for DE (DE_DSHS contract only claims crashes; crash_class is a crash-level flag, not a person-fatality count, same as NY). Accepted on structural grounds: coverage_valid, zero geography exclusions, consistent ~32-38k crashes/year with full 12-month coverage across all of 2013-2024 (source: DSHS Public Crash Data, data.delaware.gov, the current actively-maintained statewide release; supersedes an older DelDOT ArcGIS layer abandoned after August 2017)."
DE,2020,accepted,"No comparable FARS-vs-DOT fatality field exists for DE (DE_DSHS contract only claims crashes; crash_class is a crash-level flag, not a person-fatality count, same as NY). Accepted on structural grounds: coverage_valid, zero geography exclusions, consistent ~32-38k crashes/year with full 12-month coverage across all of 2013-2024 (source: DSHS Public Crash Data, data.delaware.gov, the current actively-maintained statewide release; supersedes an older DelDOT ArcGIS layer abandoned after August 2017)."
DE,2021,accepted,"No comparable FARS-vs-DOT fatality field exists for DE (DE_DSHS contract only claims crashes; crash_class is a crash-level flag, not a person-fatality count, same as NY). Accepted on structural grounds: coverage_valid, zero geography exclusions, consistent ~32-38k crashes/year with full 12-month coverage across all of 2013-2024 (source: DSHS Public Crash Data, data.delaware.gov, the current actively-maintained statewide release; supersedes an older DelDOT ArcGIS layer abandoned after August 2017)."
DE,2022,accepted,"No comparable FARS-vs-DOT fatality field exists for DE (DE_DSHS contract only claims crashes; crash_class is a crash-level flag, not a person-fatality count, same as NY). Accepted on structural grounds: coverage_valid, zero geography exclusions, consistent ~32-38k crashes/year with full 12-month coverage across all of 2013-2024 (source: DSHS Public Crash Data, data.delaware.gov, the current actively-maintained statewide release; supersedes an older DelDOT ArcGIS layer abandoned after August 2017)."
DE,2023,accepted,"No comparable FARS-vs-DOT fatality field exists for DE (DE_DSHS contract only claims crashes; crash_class is a crash-level flag, not a person-fatality count, same as NY). Accepted on structural grounds: coverage_valid, zero geography exclusions, consistent ~32-38k crashes/year with full 12-month coverage across all of 2013-2024 (source: DSHS Public Crash Data, data.delaware.gov, the current actively-maintained statewide release; supersedes an older DelDOT ArcGIS layer abandoned after August 2017)."
DE,2024,accepted,"No comparable FARS-vs-DOT fatality field exists for DE (DE_DSHS contract only claims crashes; crash_class is a crash-level flag, not a person-fatality count, same as NY). Accepted on structural grounds: coverage_valid, zero geography exclusions, consistent ~32-38k crashes/year with full 12-month coverage across all of 2013-2024 (source: DSHS Public Crash Data, data.delaware.gov, the current actively-maintained statewide release; supersedes an older DelDOT ArcGIS layer abandoned after August 2017)."
FL,2014,accepted,"FARS person-fatality comparison: ratio=0.963, county-year Pearson=0.9996, county-date agreement=0.9928; coverage_valid, invalid_geography_count=0."
FL,2015,accepted,"FARS person-fatality comparison: ratio=0.966, county-year Pearson=0.9996, county-date agreement=0.9923; coverage_valid, invalid_geography_count=0."
FL,2016,accepted,"FARS person-fatality comparison: ratio=0.964, county-year Pearson=0.9995, county-date agreement=0.9900; coverage_valid, invalid_geography_count=0."
FL,2017,accepted,"FARS person-fatality comparison: ratio=0.961, county-year Pearson=0.9992, county-date agreement=0.9903; coverage_valid, invalid_geography_count=0."
FL,2018,accepted,"FARS person-fatality comparison: ratio=0.966, county-year Pearson=0.9996, county-date agreement=0.9916; coverage_valid, invalid_geography_count=0."
HI,2019,accepted,"FARS person-fatality comparison: ratio=1.000, county-year Pearson=1.000 for all 5 kept years (2019, 2021-2024) -- exact match, the tightest of any source in this project. 2012-2018 and 2020 excluded on evidence: 2012-2015/2017/2018 have Crash_Date collapsed onto 1-3 identical timestamps per entire year (a bulk-load artifact, not real per-crash dates, confirmed directly against the live source); 2020 has an above-threshold year-tag/date disagreement. A systematic date-encoding shift also affected 2019/2021/2022 (Crash_Date one calendar day after the true crash date, per FARS cross-check) and was corrected in the builder (-1 day for those 3 years, no shift needed for 2023-2024, which already had the current encoding). Statewide but fatal-crash-only (Total_Fatalities is the only comparable field; no all-crash or serious-injury field exists), the mirror image of NY/DE's crashes-only contract. coverage_valid, zero geography exclusions across all 5 years (source: Hawaii statewide FatalCrash FeatureServer, services.arcgis.com)."
HI,2021,accepted,"FARS person-fatality comparison: ratio=1.000, county-year Pearson=1.000 for all 5 kept years (2019, 2021-2024) -- exact match, the tightest of any source in this project. 2012-2018 and 2020 excluded on evidence: 2012-2015/2017/2018 have Crash_Date collapsed onto 1-3 identical timestamps per entire year (a bulk-load artifact, not real per-crash dates, confirmed directly against the live source); 2020 has an above-threshold year-tag/date disagreement. A systematic date-encoding shift also affected 2019/2021/2022 (Crash_Date one calendar day after the true crash date, per FARS cross-check) and was corrected in the builder (-1 day for those 3 years, no shift needed for 2023-2024, which already had the current encoding). Statewide but fatal-crash-only (Total_Fatalities is the only comparable field; no all-crash or serious-injury field exists), the mirror image of NY/DE's crashes-only contract. coverage_valid, zero geography exclusions across all 5 years (source: Hawaii statewide FatalCrash FeatureServer, services.arcgis.com)."
HI,2022,accepted,"FARS person-fatality comparison: ratio=1.000, county-year Pearson=1.000 for all 5 kept years (2019, 2021-2024) -- exact match, the tightest of any source in this project. 2012-2018 and 2020 excluded on evidence: 2012-2015/2017/2018 have Crash_Date collapsed onto 1-3 identical timestamps per entire year (a bulk-load artifact, not real per-crash dates, confirmed directly against the live source); 2020 has an above-threshold year-tag/date disagreement. A systematic date-encoding shift also affected 2019/2021/2022 (Crash_Date one calendar day after the true crash date, per FARS cross-check) and was corrected in the builder (-1 day for those 3 years, no shift needed for 2023-2024, which already had the current encoding). Statewide but fatal-crash-only (Total_Fatalities is the only comparable field; no all-crash or serious-injury field exists), the mirror image of NY/DE's crashes-only contract. coverage_valid, zero geography exclusions across all 5 years (source: Hawaii statewide FatalCrash FeatureServer, services.arcgis.com)."
HI,2023,accepted,"FARS person-fatality comparison: ratio=1.000, county-year Pearson=1.000 for all 5 kept years (2019, 2021-2024) -- exact match, the tightest of any source in this project. 2012-2018 and 2020 excluded on evidence: 2012-2015/2017/2018 have Crash_Date collapsed onto 1-3 identical timestamps per entire year (a bulk-load artifact, not real per-crash dates, confirmed directly against the live source); 2020 has an above-threshold year-tag/date disagreement. A systematic date-encoding shift also affected 2019/2021/2022 (Crash_Date one calendar day after the true crash date, per FARS cross-check) and was corrected in the builder (-1 day for those 3 years, no shift needed for 2023-2024, which already had the current encoding). Statewide but fatal-crash-only (Total_Fatalities is the only comparable field; no all-crash or serious-injury field exists), the mirror image of NY/DE's crashes-only contract. coverage_valid, zero geography exclusions across all 5 years (source: Hawaii statewide FatalCrash FeatureServer, services.arcgis.com)."
HI,2024,accepted,"FARS person-fatality comparison: ratio=1.000, county-year Pearson=1.000 for all 5 kept years (2019, 2021-2024) -- exact match, the tightest of any source in this project. 2012-2018 and 2020 excluded on evidence: 2012-2015/2017/2018 have Crash_Date collapsed onto 1-3 identical timestamps per entire year (a bulk-load artifact, not real per-crash dates, confirmed directly against the live source); 2020 has an above-threshold year-tag/date disagreement. A systematic date-encoding shift also affected 2019/2021/2022 (Crash_Date one calendar day after the true crash date, per FARS cross-check) and was corrected in the builder (-1 day for those 3 years, no shift needed for 2023-2024, which already had the current encoding). Statewide but fatal-crash-only (Total_Fatalities is the only comparable field; no all-crash or serious-injury field exists), the mirror image of NY/DE's crashes-only contract. coverage_valid, zero geography exclusions across all 5 years (source: Hawaii statewide FatalCrash FeatureServer, services.arcgis.com)."
IA,2015,accepted,"FARS person-fatality comparison: ratio=1.003, county-year Pearson=0.9989, county-date agreement=0.9998; coverage_valid, invalid_geography_count=0."
IA,2016,accepted,"FARS person-fatality comparison: ratio=0.995, county-year Pearson=0.9995, county-date agreement=0.9997; coverage_valid, invalid_geography_count=0."
IA,2017,accepted,"FARS person-fatality comparison: ratio=1.003, county-year Pearson=0.9975, county-date agreement=0.9995; coverage_valid, invalid_geography_count=0."
IA,2018,accepted,"FARS person-fatality comparison: ratio=0.997, county-year Pearson=0.9957, county-date agreement=0.9989; coverage_valid, invalid_geography_count=0."
IA,2019,accepted,"FARS person-fatality comparison: ratio=1.003, county-year Pearson=0.9993, county-date agreement=0.9998; coverage_valid, invalid_geography_count=0."
IA,2020,accepted,"FARS person-fatality comparison: ratio=0.994, county-year Pearson=0.9987, county-date agreement=0.9996; coverage_valid, invalid_geography_count=0."
IA,2021,accepted,"FARS person-fatality comparison: ratio=0.997, county-year Pearson=0.9984, county-date agreement=0.9995; coverage_valid, invalid_geography_count=0."
IA,2022,accepted,"FARS person-fatality comparison: ratio=0.997, county-year Pearson=0.9992, county-date agreement=0.9998; coverage_valid, invalid_geography_count=0."
IA,2023,accepted,"FARS person-fatality comparison: ratio=1.000, county-year Pearson=0.9996, county-date agreement=0.9999; coverage_valid, invalid_geography_count=0."
IA,2024,accepted,"FARS person-fatality comparison: ratio=1.003, county-year Pearson=0.9998, county-date agreement=0.9999; coverage_valid, invalid_geography_count=0."
IDCOMPASS,2013,accepted,"FARS person-fatality comparison: ratio 0.95-1.00 (exactly 1.000 for 11 of 12 years), county-year Pearson exactly 1.000 for all 12 years, county-date agreement 0.99-1.00 -- the tightest match of any source in this project. Multi-county (2-county: Ada, Canyon) COMPASS/ITD region addition: no Idaho statewide crash-level feed exists. Verified genuinely county-wide (not a single-city-PD jurisdiction, the failure mode that disqualified a same-session Seattle/Cheyenne/Kansas City candidate) by checking both counties span all their member cities and multiple reporting agencies. Full outcome set available: crashes (one crash record), person_fatals (genuine per-crash fatality count, unlike Indianapolis's severity flag), serious_injury_persons (injuries on KABCO A-severity crashes, an all-injury proxy). coverage_valid, zero geography exclusions across all 12 years (source: COMPASS/ITD 2-county Idaho CrashData FeatureServer, swidrdc.org)."
IDCOMPASS,2014,accepted,"FARS person-fatality comparison: ratio 0.95-1.00 (exactly 1.000 for 11 of 12 years), county-year Pearson exactly 1.000 for all 12 years, county-date agreement 0.99-1.00 -- the tightest match of any source in this project. Multi-county (2-county: Ada, Canyon) COMPASS/ITD region addition: no Idaho statewide crash-level feed exists. Verified genuinely county-wide (not a single-city-PD jurisdiction, the failure mode that disqualified a same-session Seattle/Cheyenne/Kansas City candidate) by checking both counties span all their member cities and multiple reporting agencies. Full outcome set available: crashes (one crash record), person_fatals (genuine per-crash fatality count, unlike Indianapolis's severity flag), serious_injury_persons (injuries on KABCO A-severity crashes, an all-injury proxy). coverage_valid, zero geography exclusions across all 12 years (source: COMPASS/ITD 2-county Idaho CrashData FeatureServer, swidrdc.org)."
IDCOMPASS,2015,accepted,"FARS person-fatality comparison: ratio 0.95-1.00 (exactly 1.000 for 11 of 12 years), county-year Pearson exactly 1.000 for all 12 years, county-date agreement 0.99-1.00 -- the tightest match of any source in this project. Multi-county (2-county: Ada, Canyon) COMPASS/ITD region addition: no Idaho statewide crash-level feed exists. Verified genuinely county-wide (not a single-city-PD jurisdiction, the failure mode that disqualified a same-session Seattle/Cheyenne/Kansas City candidate) by checking both counties span all their member cities and multiple reporting agencies. Full outcome set available: crashes (one crash record), person_fatals (genuine per-crash fatality count, unlike Indianapolis's severity flag), serious_injury_persons (injuries on KABCO A-severity crashes, an all-injury proxy). coverage_valid, zero geography exclusions across all 12 years (source: COMPASS/ITD 2-county Idaho CrashData FeatureServer, swidrdc.org)."
IDCOMPASS,2016,accepted,"FARS person-fatality comparison: ratio 0.95-1.00 (exactly 1.000 for 11 of 12 years), county-year Pearson exactly 1.000 for all 12 years, county-date agreement 0.99-1.00 -- the tightest match of any source in this project. Multi-county (2-county: Ada, Canyon) COMPASS/ITD region addition: no Idaho statewide crash-level feed exists. Verified genuinely county-wide (not a single-city-PD jurisdiction, the failure mode that disqualified a same-session Seattle/Cheyenne/Kansas City candidate) by checking both counties span all their member cities and multiple reporting agencies. Full outcome set available: crashes (one crash record), person_fatals (genuine per-crash fatality count, unlike Indianapolis's severity flag), serious_injury_persons (injuries on KABCO A-severity crashes, an all-injury proxy). coverage_valid, zero geography exclusions across all 12 years (source: COMPASS/ITD 2-county Idaho CrashData FeatureServer, swidrdc.org)."
IDCOMPASS,2017,accepted,"FARS person-fatality comparison: ratio 0.95-1.00 (exactly 1.000 for 11 of 12 years), county-year Pearson exactly 1.000 for all 12 years, county-date agreement 0.99-1.00 -- the tightest match of any source in this project. Multi-county (2-county: Ada, Canyon) COMPASS/ITD region addition: no Idaho statewide crash-level feed exists. Verified genuinely county-wide (not a single-city-PD jurisdiction, the failure mode that disqualified a same-session Seattle/Cheyenne/Kansas City candidate) by checking both counties span all their member cities and multiple reporting agencies. Full outcome set available: crashes (one crash record), person_fatals (genuine per-crash fatality count, unlike Indianapolis's severity flag), serious_injury_persons (injuries on KABCO A-severity crashes, an all-injury proxy). coverage_valid, zero geography exclusions across all 12 years (source: COMPASS/ITD 2-county Idaho CrashData FeatureServer, swidrdc.org)."
IDCOMPASS,2018,accepted,"FARS person-fatality comparison: ratio 0.95-1.00 (exactly 1.000 for 11 of 12 years), county-year Pearson exactly 1.000 for all 12 years, county-date agreement 0.99-1.00 -- the tightest match of any source in this project. Multi-county (2-county: Ada, Canyon) COMPASS/ITD region addition: no Idaho statewide crash-level feed exists. Verified genuinely county-wide (not a single-city-PD jurisdiction, the failure mode that disqualified a same-session Seattle/Cheyenne/Kansas City candidate) by checking both counties span all their member cities and multiple reporting agencies. Full outcome set available: crashes (one crash record), person_fatals (genuine per-crash fatality count, unlike Indianapolis's severity flag), serious_injury_persons (injuries on KABCO A-severity crashes, an all-injury proxy). coverage_valid, zero geography exclusions across all 12 years (source: COMPASS/ITD 2-county Idaho CrashData FeatureServer, swidrdc.org)."
IDCOMPASS,2019,accepted,"FARS person-fatality comparison: ratio 0.95-1.00 (exactly 1.000 for 11 of 12 years), county-year Pearson exactly 1.000 for all 12 years, county-date agreement 0.99-1.00 -- the tightest match of any source in this project. Multi-county (2-county: Ada, Canyon) COMPASS/ITD region addition: no Idaho statewide crash-level feed exists. Verified genuinely county-wide (not a single-city-PD jurisdiction, the failure mode that disqualified a same-session Seattle/Cheyenne/Kansas City candidate) by checking both counties span all their member cities and multiple reporting agencies. Full outcome set available: crashes (one crash record), person_fatals (genuine per-crash fatality count, unlike Indianapolis's severity flag), serious_injury_persons (injuries on KABCO A-severity crashes, an all-injury proxy). coverage_valid, zero geography exclusions across all 12 years (source: COMPASS/ITD 2-county Idaho CrashData FeatureServer, swidrdc.org)."
IDCOMPASS,2020,accepted,"FARS person-fatality comparison: ratio 0.95-1.00 (exactly 1.000 for 11 of 12 years), county-year Pearson exactly 1.000 for all 12 years, county-date agreement 0.99-1.00 -- the tightest match of any source in this project. Multi-county (2-county: Ada, Canyon) COMPASS/ITD region addition: no Idaho statewide crash-level feed exists. Verified genuinely county-wide (not a single-city-PD jurisdiction, the failure mode that disqualified a same-session Seattle/Cheyenne/Kansas City candidate) by checking both counties span all their member cities and multiple reporting agencies. Full outcome set available: crashes (one crash record), person_fatals (genuine per-crash fatality count, unlike Indianapolis's severity flag), serious_injury_persons (injuries on KABCO A-severity crashes, an all-injury proxy). coverage_valid, zero geography exclusions across all 12 years (source: COMPASS/ITD 2-county Idaho CrashData FeatureServer, swidrdc.org)."
IDCOMPASS,2021,accepted,"FARS person-fatality comparison: ratio 0.95-1.00 (exactly 1.000 for 11 of 12 years), county-year Pearson exactly 1.000 for all 12 years, county-date agreement 0.99-1.00 -- the tightest match of any source in this project. Multi-county (2-county: Ada, Canyon) COMPASS/ITD region addition: no Idaho statewide crash-level feed exists. Verified genuinely county-wide (not a single-city-PD jurisdiction, the failure mode that disqualified a same-session Seattle/Cheyenne/Kansas City candidate) by checking both counties span all their member cities and multiple reporting agencies. Full outcome set available: crashes (one crash record), person_fatals (genuine per-crash fatality count, unlike Indianapolis's severity flag), serious_injury_persons (injuries on KABCO A-severity crashes, an all-injury proxy). coverage_valid, zero geography exclusions across all 12 years (source: COMPASS/ITD 2-county Idaho CrashData FeatureServer, swidrdc.org)."
IDCOMPASS,2022,accepted,"FARS person-fatality comparison: ratio 0.95-1.00 (exactly 1.000 for 11 of 12 years), county-year Pearson exactly 1.000 for all 12 years, county-date agreement 0.99-1.00 -- the tightest match of any source in this project. Multi-county (2-county: Ada, Canyon) COMPASS/ITD region addition: no Idaho statewide crash-level feed exists. Verified genuinely county-wide (not a single-city-PD jurisdiction, the failure mode that disqualified a same-session Seattle/Cheyenne/Kansas City candidate) by checking both counties span all their member cities and multiple reporting agencies. Full outcome set available: crashes (one crash record), person_fatals (genuine per-crash fatality count, unlike Indianapolis's severity flag), serious_injury_persons (injuries on KABCO A-severity crashes, an all-injury proxy). coverage_valid, zero geography exclusions across all 12 years (source: COMPASS/ITD 2-county Idaho CrashData FeatureServer, swidrdc.org)."
IDCOMPASS,2023,accepted,"FARS person-fatality comparison: ratio 0.95-1.00 (exactly 1.000 for 11 of 12 years), county-year Pearson exactly 1.000 for all 12 years, county-date agreement 0.99-1.00 -- the tightest match of any source in this project. Multi-county (2-county: Ada, Canyon) COMPASS/ITD region addition: no Idaho statewide crash-level feed exists. Verified genuinely county-wide (not a single-city-PD jurisdiction, the failure mode that disqualified a same-session Seattle/Cheyenne/Kansas City candidate) by checking both counties span all their member cities and multiple reporting agencies. Full outcome set available: crashes (one crash record), person_fatals (genuine per-crash fatality count, unlike Indianapolis's severity flag), serious_injury_persons (injuries on KABCO A-severity crashes, an all-injury proxy). coverage_valid, zero geography exclusions across all 12 years (source: COMPASS/ITD 2-county Idaho CrashData FeatureServer, swidrdc.org)."
IDCOMPASS,2024,accepted,"FARS person-fatality comparison: ratio 0.95-1.00 (exactly 1.000 for 11 of 12 years), county-year Pearson exactly 1.000 for all 12 years, county-date agreement 0.99-1.00 -- the tightest match of any source in this project. Multi-county (2-county: Ada, Canyon) COMPASS/ITD region addition: no Idaho statewide crash-level feed exists. Verified genuinely county-wide (not a single-city-PD jurisdiction, the failure mode that disqualified a same-session Seattle/Cheyenne/Kansas City candidate) by checking both counties span all their member cities and multiple reporting agencies. Full outcome set available: crashes (one crash record), person_fatals (genuine per-crash fatality count, unlike Indianapolis's severity flag), serious_injury_persons (injuries on KABCO A-severity crashes, an all-injury proxy). coverage_valid, zero geography exclusions across all 12 years (source: COMPASS/ITD 2-county Idaho CrashData FeatureServer, swidrdc.org)."
IL,2016,accepted,"FARS person-fatality comparison: ratio=1.000, county-year Pearson=1.0000, county-date agreement=0.9999; coverage_valid, invalid_geography_count=0."
IL,2017,accepted,"FARS person-fatality comparison: ratio=1.000, county-year Pearson=1.0000, county-date agreement=0.9996; coverage_valid, invalid_geography_count=0."
IL,2018,accepted,"FARS person-fatality comparison: ratio=1.000, county-year Pearson=1.0000, county-date agreement=1.0000; coverage_valid, invalid_geography_count=0."
IL,2019,accepted,"FARS person-fatality comparison: ratio=1.001, county-year Pearson=1.0000, county-date agreement=0.9997; coverage_valid, invalid_geography_count=0."
IL,2020,accepted,"FARS person-fatality comparison: ratio=1.000, county-year Pearson=0.9999, county-date agreement=0.9980; coverage_valid, invalid_geography_count=0."
IL,2021,accepted,"FARS person-fatality comparison: ratio=1.005, county-year Pearson=1.0000, county-date agreement=0.9986; coverage_valid, invalid_geography_count=0."
IL,2022,accepted,"FARS person-fatality comparison: ratio=1.002, county-year Pearson=0.9999, county-date agreement=0.9980; coverage_valid, invalid_geography_count=0."
IL,2023,accepted,"FARS person-fatality comparison: ratio=1.002, county-year Pearson=1.0000, county-date agreement=0.9990; coverage_valid, invalid_geography_count=0."
IL,2024,accepted,"FARS person-fatality comparison: ratio=1.001, county-year Pearson=0.9999, county-date agreement=0.9982; coverage_valid, invalid_geography_count=0."
INMPO,2018,accepted,"FARS person-fatality comparison: ratio 0.92-1.01, county-year Pearson 0.9996-0.9998, county-date agreement 0.94-0.97 across all 7 years -- a strong match given person_fatals is a proxy (count of Incapacitated_Fatal='Fatal'-flagged crashes, a crash-level severity flag, not a true per-crash person count). Multi-county (8-county Indianapolis MPO region) addition: no Indiana statewide crash-level feed exists. Verified genuinely county-wide (not a single-city-PD jurisdiction, the failure mode that disqualified a same-session Seattle/Kansas City candidate) by checking Marion County's own records include Lawrence, Speedway, Beech Grove, and Southport, not only Indianapolis proper. Fatal/SSI-only source (no all-crash denominator, no numeric per-crash counts): crashes is not comparable; serious_injury_persons (SSI-flagged crash count) is an analogous proxy, unvalidated against an independent benchmark, same caveat as VA/WI's injury-count proxies. coverage_valid, zero geography exclusions across all 7 years (source: Indianapolis MPO Fatal/SSI Crash Data FeatureServer, services5.arcgis.com)."
INMPO,2019,accepted,"FARS person-fatality comparison: ratio 0.92-1.01, county-year Pearson 0.9996-0.9998, county-date agreement 0.94-0.97 across all 7 years -- a strong match given person_fatals is a proxy (count of Incapacitated_Fatal='Fatal'-flagged crashes, a crash-level severity flag, not a true per-crash person count). Multi-county (8-county Indianapolis MPO region) addition: no Indiana statewide crash-level feed exists. Verified genuinely county-wide (not a single-city-PD jurisdiction, the failure mode that disqualified a same-session Seattle/Kansas City candidate) by checking Marion County's own records include Lawrence, Speedway, Beech Grove, and Southport, not only Indianapolis proper. Fatal/SSI-only source (no all-crash denominator, no numeric per-crash counts): crashes is not comparable; serious_injury_persons (SSI-flagged crash count) is an analogous proxy, unvalidated against an independent benchmark, same caveat as VA/WI's injury-count proxies. coverage_valid, zero geography exclusions across all 7 years (source: Indianapolis MPO Fatal/SSI Crash Data FeatureServer, services5.arcgis.com)."
INMPO,2020,accepted,"FARS person-fatality comparison: ratio 0.92-1.01, county-year Pearson 0.9996-0.9998, county-date agreement 0.94-0.97 across all 7 years -- a strong match given person_fatals is a proxy (count of Incapacitated_Fatal='Fatal'-flagged crashes, a crash-level severity flag, not a true per-crash person count). Multi-county (8-county Indianapolis MPO region) addition: no Indiana statewide crash-level feed exists. Verified genuinely county-wide (not a single-city-PD jurisdiction, the failure mode that disqualified a same-session Seattle/Kansas City candidate) by checking Marion County's own records include Lawrence, Speedway, Beech Grove, and Southport, not only Indianapolis proper. Fatal/SSI-only source (no all-crash denominator, no numeric per-crash counts): crashes is not comparable; serious_injury_persons (SSI-flagged crash count) is an analogous proxy, unvalidated against an independent benchmark, same caveat as VA/WI's injury-count proxies. coverage_valid, zero geography exclusions across all 7 years (source: Indianapolis MPO Fatal/SSI Crash Data FeatureServer, services5.arcgis.com)."
